Date,CountryName,RegionName,PrescriptionIndex,C1M_School closing,C2M_Workplace closing,C3M_Cancel public events,C4M_Restrictions on gatherings,C5M_Close public transport,C6M_Stay at home requirements,C7M_Restrictions on internal movement,C8EV_International travel controls,H1_Public information campaigns,H2_Testing policy,H3_Contact tracing,H6M_Facial Coverings
2021-06-01,Denmark,,7,3,0,0,0,0,0,0,0,0,0,0,0
2021-06-02,Denmark,,7,3,0,0,0,0,0,0,0,0,0,0,0
2021-06-03,Denmark,,7,3,0,0,0,0,0,0,0,0,0,0,0
2021-06-04,Denmark,,7,3,0,0,0,0,0,0,0,0,0,0,0
2021-06-05,Denmark,,7,3,0,0,0,0,0,0,0,0,0,0,0
2021-06-06,Denmark,,7,3,0,0,0,0,0,0,0,0,0,0,0
2021-06-07,Denmark,,7,3,0,0,0,0,0,0,0,0,0,0,0
2021-06-08,Denmark,,7,3,0,0,0,0,0,0,0,0,0,0,0
2021-06-09,Denmark,,7,3,0,0,0,0,0,0,0,0,0,0,0
2021-06-10,Denmark,,7,3,0,0,0,0,0,0,0,0,0,0,0
2021-06-11,Denmark,,7,3,0,0,0,0,0,0,0,0,0,0,0
2021-06-12,Denmark,,7,3,0,0,0,0,0,0,0,0,0,0,0
2021-06-13,Denmark,,7,3,0,0,0,0,0,0,0,0,0,0,0
2021-06-14,Denmark,,7,3,0,0,0,0,0,0,0,0,0,0,0
2021-06-15,Denmark,,7,3,0,0,0,0,0,0,0,0,0,0,0
2021-06-16,Denmark,,7,3,0,0,0,0,0,0,0,0,0,0,0
2021-06-17,Denmark,,7,3,0,0,0,0,0,0,0,0,0,0,0
2021-06-18,Denmark,,7,3,0,0,0,0,0,0,0,0,0,0,0
2021-06-19,Denmark,,7,3,0,0,0,0,0,0,0,0,0,0,0
2021-06-20,Denmark,,7,3,0,0,0,0,0,0,0,0,0,0,0
2021-06-21,Denmark,,7,3,0,0,0,0,0,0,0,0,0,0,0
2021-06-22,Denmark,,7,3,0,0,0,0,0,0,0,0,0,0,0
2021-06-23,Denmark,,7,3,0,0,0,0,0,0,0,0,0,0,0
2021-06-24,Denmark,,7,3,0,0,0,0,0,0,0,0,0,0,0
2021-06-25,Denmark,,7,3,0,0,0,0,0,0,0,0,0,0,0
2021-06-26,Denmark,,7,3,0,0,0,0,0,0,0,0,0,0,0
2021-06-27,Denmark,,7,3,0,0,0,0,0,0,0,0,0,0,0
2021-06-28,Denmark,,7,3,0,0,0,0,0,0,0,0,0,0,0
2021-06-29,Denmark,,7,3,0,0,0,0,0,0,0,0,0,0,0
2021-06-30,Denmark,,7,3,0,0,0,0,0,0,0,0,0,0,0
2021-06-01,Denmark,,8,3,3,0,0,0,3,2,0,0,0,0,0
2021-06-02,Denmark,,8,3,3,0,0,0,3,2,0,0,0,0,0
2021-06-03,Denmark,,8,3,3,0,0,0,3,2,0,0,0,0,0
2021-06-04,Denmark,,8,3,3,0,0,0,3,2,0,0,0,0,0
2021-06-05,Denmark,,8,3,3,0,0,0,3,2,0,0,0,0,0
2021-06-06,Denmark,,8,3,3,0,0,0,3,2,0,0,0,0,0
2021-06-07,Denmark,,8,3,3,0,0,0,3,2,0,0,0,0,0
2021-06-08,Denmark,,8,3,3,0,0,0,3,2,0,0,0,0,0
2021-06-09,Denmark,,8,3,3,0,0,0,3,2,0,0,0,0,0
2021-06-10,Denmark,,8,3,3,0,0,0,3,2,0,0,0,0,0
2021-06-11,Denmark,,8,3,3,0,0,0,3,2,0,0,0,0,0
2021-06-12,Denmark,,8,3,3,0,0,0,3,2,0,0,0,0,0
2021-06-13,Denmark,,8,3,3,0,0,0,3,2,0,0,0,0,0
2021-06-14,Denmark,,8,3,3,0,0,0,3,2,0,0,0,0,0
2021-06-15,Denmark,,8,3,3,0,0,0,3,2,0,0,0,0,0
2021-06-16,Denmark,,8,3,3,0,0,0,3,2,0,0,0,0,0
2021-06-17,Denmark,,8,3,3,0,0,0,3,2,0,0,0,0,0
2021-06-18,Denmark,,8,3,3,0,0,0,3,2,0,0,0,0,0
2021-06-19,Denmark,,8,3,3,0,0,0,3,2,0,0,0,0,0
2021-06-20,Denmark,,8,3,3,0,0,0,3,2,0,0,0,0,0
2021-06-21,Denmark,,8,3,3,0,0,0,3,2,0,0,0,0,0
2021-06-22,Denmark,,8,3,3,0,0,0,3,2,0,0,0,0,0
2021-06-23,Denmark,,8,3,3,0,0,0,3,2,0,0,0,0,0
2021-06-24,Denmark,,8,3,3,0,0,0,3,2,0,0,0,0,0
2021-06-25,Denmark,,8,3,3,0,0,0,3,2,0,0,0,0,0
2021-06-26,Denmark,,8,3,3,0,0,0,3,2,0,0,0,0,0
2021-06-27,Denmark,,8,3,3,0,0,0,3,2,0,0,0,0,0
2021-06-28,Denmark,,8,3,3,0,0,0,3,2,0,0,0,0,0
2021-06-29,Denmark,,8,3,3,0,0,0,3,2,0,0,0,0,0
2021-06-30,Denmark,,8,3,3,0,0,0,3,2,0,0,0,0,0
2021-06-01,Denmark,,9,3,3,0,0,0,3,2,0,0,0,0,0
2021-06-02,Denmark,,9,3,3,0,0,0,3,2,0,0,0,0,0
2021-06-03,Denmark,,9,3,3,0,0,0,3,2,0,0,0,0,0
2021-06-04,Denmark,,9,3,3,0,0,0,3,2,0,0,0,0,0
2021-06-05,Denmark,,9,3,3,0,0,0,3,2,0,0,0,0,0
2021-06-06,Denmark,,9,3,3,0,0,0,3,2,0,0,0,0,0
2021-06-07,Denmark,,9,3,3,0,0,0,3,2,0,0,0,0,0
2021-06-08,Denmark,,9,3,3,0,0,0,3,2,0,0,0,0,0
2021-06-09,Denmark,,9,3,3,0,0,0,3,2,0,0,0,0,0
2021-06-10,Denmark,,9,3,3,0,0,0,3,2,0,0,0,0,0
2021-06-11,Denmark,,9,3,3,0,0,0,3,2,0,0,0,0,0
2021-06-12,Denmark,,9,3,3,0,0,0,3,2,0,0,0,0,0
2021-06-13,Denmark,,9,3,3,0,0,0,3,2,0,0,0,0,0
2021-06-14,Denmark,,9,3,3,0,0,0,3,2,0,0,0,0,0
2021-06-15,Denmark,,9,3,3,0,0,0,3,2,0,0,0,0,0
2021-06-16,Denmark,,9,3,3,0,0,0,3,2,0,0,0,0,0
2021-06-17,Denmark,,9,3,3,0,0,0,3,2,0,0,0,0,0
2021-06-18,Denmark,,9,3,3,0,0,0,3,2,0,0,0,0,0
2021-06-19,Denmark,,9,3,3,0,0,0,3,2,0,0,0,0,0
2021-06-20,Denmark,,9,3,3,0,0,0,3,2,0,0,0,0,0
2021-06-21,Denmark,,9,3,3,0,0,0,3,2,0,0,0,0,0
2021-06-22,Denmark,,9,3,3,0,0,0,3,2,0,0,0,0,0
2021-06-23,Denmark,,9,3,3,0,0,0,3,2,0,0,0,0,0
2021-06-24,Denmark,,9,3,3,0,0,0,3,2,0,0,0,0,0
2021-06-25,Denmark,,9,3,3,0,0,0,3,2,0,0,0,0,0
2021-06-26,Denmark,,9,3,3,0,0,0,3,2,0,0,0,0,0
2021-06-27,Denmark,,9,3,3,0,0,0,3,2,0,0,0,0,0
2021-06-28,Denmark,,9,3,3,0,0,0,3,2,0,0,0,0,0
2021-06-29,Denmark,,9,3,3,0,0,0,3,2,0,0,0,0,0
2021-06-30,Denmark,,9,3,3,0,0,0,3,2,0,0,0,0,0
2021-06-01,Djibouti,,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-06-02,Djibouti,,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-06-03,Djibouti,,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-06-04,Djibouti,,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-06-05,Djibouti,,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-06-06,Djibouti,,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-06-07,Djibouti,,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-06-08,Djibouti,,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-06-09,Djibouti,,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-06-10,Djibouti,,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-06-11,Djibouti,,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-06-12,Djibouti,,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-06-13,Djibouti,,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-06-14,Djibouti,,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-06-15,Djibouti,,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-06-16,Djibouti,,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-06-17,Djibouti,,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-06-18,Djibouti,,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-06-19,Djibouti,,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-06-20,Djibouti,,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-06-21,Djibouti,,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-06-22,Djibouti,,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-06-23,Djibouti,,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-06-24,Djibouti,,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-06-25,Djibouti,,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-06-26,Djibouti,,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-06-27,Djibouti,,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-06-28,Djibouti,,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-06-29,Djibouti,,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-06-30,Djibouti,,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-06-01,Djibouti,,1,1,3,0,0,0,0,1,0,0,0,0,0
2021-06-02,Djibouti,,1,1,3,0,0,0,0,1,0,0,0,0,0
2021-06-03,Djibouti,,1,1,3,0,0,0,0,1,0,0,0,0,0
2021-06-04,Djibouti,,1,1,3,0,0,0,0,1,0,0,0,0,0
2021-06-05,Djibouti,,1,1,3,0,0,0,0,1,0,0,0,0,0
2021-06-06,Djibouti,,1,1,3,0,0,0,0,1,0,0,0,0,0
2021-06-07,Djibouti,,1,1,3,0,0,0,0,1,0,0,0,0,0
2021-06-08,Djibouti,,1,1,3,0,0,0,0,1,0,0,0,0,0
2021-06-09,Djibouti,,1,1,3,0,0,0,0,1,0,0,0,0,0
2021-06-10,Djibouti,,1,1,3,0,0,0,0,1,0,0,0,0,0
2021-06-11,Djibouti,,1,1,3,0,0,0,0,1,0,0,0,0,0
2021-06-12,Djibouti,,1,1,3,0,0,0,0,1,0,0,0,0,0
2021-06-13,Djibouti,,1,1,3,0,0,0,0,1,0,0,0,0,0
2021-06-14,Djibouti,,1,1,3,0,0,0,0,1,0,0,0,0,0
2021-06-15,Djibouti,,1,1,3,0,0,0,0,1,0,0,0,0,0
2021-06-16,Djibouti,,1,1,3,0,0,0,0,1,0,0,0,0,0
2021-06-17,Djibouti,,1,1,3,0,0,0,0,1,0,0,0,0,0
2021-06-18,Djibouti,,1,1,3,0,0,0,0,1,0,0,0,0,0
2021-06-19,Djibouti,,1,1,3,0,0,0,0,1,0,0,0,0,0
2021-06-20,Djibouti,,1,1,3,0,0,0,0,1,0,0,0,0,0
2021-06-21,Djibouti,,1,1,3,0,0,0,0,1,0,0,0,0,0
2021-06-22,Djibouti,,1,1,3,0,0,0,0,1,0,0,0,0,0
2021-06-23,Djibouti,,1,1,3,0,0,0,0,1,0,0,0,0,0
2021-06-24,Djibouti,,1,1,3,0,0,0,0,1,0,0,0,0,0
2021-06-25,Djibouti,,1,1,3,0,0,0,0,1,0,0,0,0,0
2021-06-26,Djibouti,,1,1,3,0,0,0,0,1,0,0,0,0,0
2021-06-27,Djibouti,,1,1,3,0,0,0,0,1,0,0,0,0,0
2021-06-28,Djibouti,,1,1,3,0,0,0,0,1,0,0,0,0,0
2021-06-29,Djibouti,,1,1,3,0,0,0,0,1,0,0,0,0,0
2021-06-30,Djibouti,,1,1,3,0,0,0,0,1,0,0,0,0,0
2021-06-01,Djibouti,,2,1,3,0,0,0,0,1,0,0,0,0,0
2021-06-02,Djibouti,,2,1,3,0,0,0,0,1,0,0,0,0,0
2021-06-03,Djibouti,,2,1,3,0,0,0,0,1,0,0,0,0,0
2021-06-04,Djibouti,,2,1,3,0,0,0,0,1,0,0,0,0,0
2021-06-05,Djibouti,,2,1,3,0,0,0,0,1,0,0,0,0,0
2021-06-06,Djibouti,,2,1,3,0,0,0,0,1,0,0,0,0,0
2021-06-07,Djibouti,,2,1,3,0,0,0,0,1,0,0,0,0,0
2021-06-08,Djibouti,,2,1,3,0,0,0,0,1,0,0,0,0,0
2021-06-09,Djibouti,,2,1,3,0,0,0,0,1,0,0,0,0,0
2021-06-10,Djibouti,,2,1,3,0,0,0,0,1,0,0,0,0,0
2021-06-11,Djibouti,,2,1,3,0,0,0,0,1,0,0,0,0,0
2021-06-12,Djibouti,,2,1,3,0,0,0,0,1,0,0,0,0,0
2021-06-13,Djibouti,,2,1,3,0,0,0,0,1,0,0,0,0,0
2021-06-14,Djibouti,,2,1,3,0,0,0,0,1,0,0,0,0,0
2021-06-15,Djibouti,,2,1,3,0,0,0,0,1,0,0,0,0,0
2021-06-16,Djibouti,,2,1,3,0,0,0,0,1,0,0,0,0,0
2021-06-17,Djibouti,,2,1,3,0,0,0,0,1,0,0,0,0,0
2021-06-18,Djibouti,,2,1,3,0,0,0,0,1,0,0,0,0,0
2021-06-19,Djibouti,,2,1,3,0,0,0,0,1,0,0,0,0,0
2021-06-20,Djibouti,,2,1,3,0,0,0,0,1,0,0,0,0,0
2021-06-21,Djibouti,,2,1,3,0,0,0,0,1,0,0,0,0,0
2021-06-22,Djibouti,,2,1,3,0,0,0,0,1,0,0,0,0,0
2021-06-23,Djibouti,,2,1,3,0,0,0,0,1,0,0,0,0,0
2021-06-24,Djibouti,,2,1,3,0,0,0,0,1,0,0,0,0,0
2021-06-25,Djibouti,,2,1,3,0,0,0,0,1,0,0,0,0,0
2021-06-26,Djibouti,,2,1,3,0,0,0,0,1,0,0,0,0,0
2021-06-27,Djibouti,,2,1,3,0,0,0,0,1,0,0,0,0,0
2021-06-28,Djibouti,,2,1,3,0,0,0,0,1,0,0,0,0,0
2021-06-29,Djibouti,,2,1,3,0,0,0,0,1,0,0,0,0,0
2021-06-30,Djibouti,,2,1,3,0,0,0,0,1,0,0,0,0,0
2021-06-01,Djibouti,,3,2,3,0,0,0,0,1,0,0,0,0,0
2021-06-02,Djibouti,,3,2,3,0,0,0,0,1,0,0,0,0,0
2021-06-03,Djibouti,,3,2,3,0,0,0,0,1,0,0,0,0,0
2021-06-04,Djibouti,,3,2,3,0,0,0,0,1,0,0,0,0,0
2021-06-05,Djibouti,,3,2,3,0,0,0,0,1,0,0,0,0,0
2021-06-06,Djibouti,,3,2,3,0,0,0,0,1,0,0,0,0,0
2021-06-07,Djibouti,,3,2,3,0,0,0,0,1,0,0,0,0,0
2021-06-08,Djibouti,,3,2,3,0,0,0,0,1,0,0,0,0,0
2021-06-09,Djibouti,,3,2,3,0,0,0,0,1,0,0,0,0,0
2021-06-10,Djibouti,,3,2,3,0,0,0,0,1,0,0,0,0,0
2021-06-11,Djibouti,,3,2,3,0,0,0,0,1,0,0,0,0,0
2021-06-12,Djibouti,,3,2,3,0,0,0,0,1,0,0,0,0,0
2021-06-13,Djibouti,,3,2,3,0,0,0,0,1,0,0,0,0,0
2021-06-14,Djibouti,,3,2,3,0,0,0,0,1,0,0,0,0,0
2021-06-15,Djibouti,,3,2,3,0,0,0,0,1,0,0,0,0,0
2021-06-16,Djibouti,,3,2,3,0,0,0,0,1,0,0,0,0,0
2021-06-17,Djibouti,,3,2,3,0,0,0,0,1,0,0,0,0,0
2021-06-18,Djibouti,,3,2,3,0,0,0,0,1,0,0,0,0,0
2021-06-19,Djibouti,,3,2,3,0,0,0,0,1,0,0,0,0,0
2021-06-20,Djibouti,,3,2,3,0,0,0,0,1,0,0,0,0,0
2021-06-21,Djibouti,,3,2,3,0,0,0,0,1,0,0,0,0,0
2021-06-22,Djibouti,,3,2,3,0,0,0,0,1,0,0,0,0,0
2021-06-23,Djibouti,,3,2,3,0,0,0,0,1,0,0,0,0,0
2021-06-24,Djibouti,,3,2,3,0,0,0,0,1,0,0,0,0,0
2021-06-25,Djibouti,,3,2,3,0,0,0,0,1,0,0,0,0,0
2021-06-26,Djibouti,,3,2,3,0,0,0,0,1,0,0,0,0,0
2021-06-27,Djibouti,,3,2,3,0,0,0,0,1,0,0,0,0,0
2021-06-28,Djibouti,,3,2,3,0,0,0,0,1,0,0,0,0,0
2021-06-29,Djibouti,,3,2,3,0,0,0,0,1,0,0,0,0,0
2021-06-30,Djibouti,,3,2,3,0,0,0,0,1,0,0,0,0,0
2021-06-01,Djibouti,,4,2,3,0,0,0,0,1,0,0,0,0,0
2021-06-02,Djibouti,,4,2,3,0,0,0,0,1,0,0,0,0,0
2021-06-03,Djibouti,,4,2,3,0,0,0,0,1,0,0,0,0,0
2021-06-04,Djibouti,,4,2,3,0,0,0,0,1,0,0,0,0,0
2021-06-05,Djibouti,,4,2,3,0,0,0,0,1,0,0,0,0,0
2021-06-06,Djibouti,,4,2,3,0,0,0,0,1,0,0,0,0,0
2021-06-07,Djibouti,,4,2,3,0,0,0,0,1,0,0,0,0,0
2021-06-08,Djibouti,,4,2,3,0,0,0,0,1,0,0,0,0,0
2021-06-09,Djibouti,,4,2,3,0,0,0,0,1,0,0,0,0,0
2021-06-10,Djibouti,,4,2,3,0,0,0,0,1,0,0,0,0,0
2021-06-11,Djibouti,,4,2,3,0,0,0,0,1,0,0,0,0,0
2021-06-12,Djibouti,,4,2,3,0,0,0,0,1,0,0,0,0,0
2021-06-13,Djibouti,,4,2,3,0,0,0,0,1,0,0,0,0,0
2021-06-14,Djibouti,,4,2,3,0,0,0,0,1,0,0,0,0,0
2021-06-15,Djibouti,,4,2,3,0,0,0,0,1,0,0,0,0,0
2021-06-16,Djibouti,,4,2,3,0,0,0,0,1,0,0,0,0,0
2021-06-17,Djibouti,,4,2,3,0,0,0,0,1,0,0,0,0,0
2021-06-18,Djibouti,,4,2,3,0,0,0,0,1,0,0,0,0,0
2021-06-19,Djibouti,,4,2,3,0,0,0,0,1,0,0,0,0,0
2021-06-20,Djibouti,,4,2,3,0,0,0,0,1,0,0,0,0,0
2021-06-21,Djibouti,,4,2,3,0,0,0,0,1,0,0,0,0,0
2021-06-22,Djibouti,,4,2,3,0,0,0,0,1,0,0,0,0,0
2021-06-23,Djibouti,,4,2,3,0,0,0,0,1,0,0,0,0,0
2021-06-24,Djibouti,,4,2,3,0,0,0,0,1,0,0,0,0,0
2021-06-25,Djibouti,,4,2,3,0,0,0,0,1,0,0,0,0,0
2021-06-26,Djibouti,,4,2,3,0,0,0,0,1,0,0,0,0,0
2021-06-27,Djibouti,,4,2,3,0,0,0,0,1,0,0,0,0,0
2021-06-28,Djibouti,,4,2,3,0,0,0,0,1,0,0,0,0,0
2021-06-29,Djibouti,,4,2,3,0,0,0,0,1,0,0,0,0,0
2021-06-30,Djibouti,,4,2,3,0,0,0,0,1,0,0,0,0,0
2021-06-01,Djibouti,,5,0,3,0,0,0,3,2,0,0,0,0,0
2021-06-02,Djibouti,,5,0,3,0,0,0,3,2,0,0,0,0,0
2021-06-03,Djibouti,,5,0,3,0,0,0,3,2,0,0,0,0,0
2021-06-04,Djibouti,,5,0,3,0,0,0,3,2,0,0,0,0,0
2021-06-05,Djibouti,,5,0,3,0,0,0,3,2,0,0,0,0,0
2021-06-06,Djibouti,,5,0,3,0,0,0,3,2,0,0,0,0,0
2021-06-07,Djibouti,,5,0,3,0,0,0,3,2,0,0,0,0,0
2021-06-08,Djibouti,,5,0,3,0,0,0,3,2,0,0,0,0,0
2021-06-09,Djibouti,,5,0,3,0,0,0,3,2,0,0,0,0,0
2021-06-10,Djibouti,,5,0,3,0,0,0,3,2,0,0,0,0,0
2021-06-11,Djibouti,,5,0,3,0,0,0,3,2,0,0,0,0,0
2021-06-12,Djibouti,,5,0,3,0,0,0,3,2,0,0,0,0,0
2021-06-13,Djibouti,,5,0,3,0,0,0,3,2,0,0,0,0,0
2021-06-14,Djibouti,,5,0,3,0,0,0,3,2,0,0,0,0,0
2021-06-15,Djibouti,,5,0,3,0,0,0,3,2,0,0,0,0,0
2021-06-16,Djibouti,,5,0,3,0,0,0,3,2,0,0,0,0,0
2021-06-17,Djibouti,,5,0,3,0,0,0,3,2,0,0,0,0,0
2021-06-18,Djibouti,,5,0,3,0,0,0,3,2,0,0,0,0,0
2021-06-19,Djibouti,,5,0,3,0,0,0,3,2,0,0,0,0,0
2021-06-20,Djibouti,,5,0,3,0,0,0,3,2,0,0,0,0,0
2021-06-21,Djibouti,,5,0,3,0,0,0,3,2,0,0,0,0,0
2021-06-22,Djibouti,,5,0,3,0,0,0,3,2,0,0,0,0,0
2021-06-23,Djibouti,,5,0,3,0,0,0,3,2,0,0,0,0,0
2021-06-24,Djibouti,,5,0,3,0,0,0,3,2,0,0,0,0,0
2021-06-25,Djibouti,,5,0,3,0,0,0,3,2,0,0,0,0,0
2021-06-26,Djibouti,,5,0,3,0,0,0,3,2,0,0,0,0,0
2021-06-27,Djibouti,,5,0,3,0,0,0,3,2,0,0,0,0,0
2021-06-28,Djibouti,,5,0,3,0,0,0,3,2,0,0,0,0,0
2021-06-29,Djibouti,,5,0,3,0,0,0,3,2,0,0,0,0,0
2021-06-30,Djibouti,,5,0,3,0,0,0,3,2,0,0,0,0,0
2021-06-01,Djibouti,,6,0,3,0,0,0,3,2,0,0,0,0,0
2021-06-02,Djibouti,,6,0,3,0,0,0,3,2,0,0,0,0,0
2021-06-03,Djibouti,,6,0,3,0,0,0,3,2,0,0,0,0,0
2021-06-04,Djibouti,,6,0,3,0,0,0,3,2,0,0,0,0,0
2021-06-05,Djibouti,,6,0,3,0,0,0,3,2,0,0,0,0,0
2021-06-06,Djibouti,,6,0,3,0,0,0,3,2,0,0,0,0,0
2021-06-07,Djibouti,,6,0,3,0,0,0,3,2,0,0,0,0,0
2021-06-08,Djibouti,,6,0,3,0,0,0,3,2,0,0,0,0,0
2021-06-09,Djibouti,,6,0,3,0,0,0,3,2,0,0,0,0,0
2021-06-10,Djibouti,,6,0,3,0,0,0,3,2,0,0,0,0,0
2021-06-11,Djibouti,,6,0,3,0,0,0,3,2,0,0,0,0,0
2021-06-12,Djibouti,,6,0,3,0,0,0,3,2,0,0,0,0,0
2021-06-13,Djibouti,,6,0,3,0,0,0,3,2,0,0,0,0,0
2021-06-14,Djibouti,,6,0,3,0,0,0,3,2,0,0,0,0,0
2021-06-15,Djibouti,,6,0,3,0,0,0,3,2,0,0,0,0,0
2021-06-16,Djibouti,,6,0,3,0,0,0,3,2,0,0,0,0,0
2021-06-17,Djibouti,,6,0,3,0,0,0,3,2,0,0,0,0,0
2021-06-18,Djibouti,,6,0,3,0,0,0,3,2,0,0,0,0,0
2021-06-19,Djibouti,,6,0,3,0,0,0,3,2,0,0,0,0,0
2021-06-20,Djibouti,,6,0,3,0,0,0,3,2,0,0,0,0,0
2021-06-21,Djibouti,,6,0,3,0,0,0,3,2,0,0,0,0,0
2021-06-22,Djibouti,,6,0,3,0,0,0,3,2,0,0,0,0,0
2021-06-23,Djibouti,,6,0,3,0,0,0,3,2,0,0,0,0,0
2021-06-24,Djibouti,,6,0,3,0,0,0,3,2,0,0,0,0,0
2021-06-25,Djibouti,,6,0,3,0,0,0,3,2,0,0,0,0,0
2021-06-26,Djibouti,,6,0,3,0,0,0,3,2,0,0,0,0,0
2021-06-27,Djibouti,,6,0,3,0,0,0,3,2,0,0,0,0,0
2021-06-28,Djibouti,,6,0,3,0,0,0,3,2,0,0,0,0,0
2021-06-29,Djibouti,,6,0,3,0,0,0,3,2,0,0,0,0,0
2021-06-30,Djibouti,,6,0,3,0,0,0,3,2,0,0,0,0,0
2021-06-01,Djibouti,,7,3,3,0,0,0,0,0,0,0,0,0,0
2021-06-02,Djibouti,,7,3,3,0,0,0,0,0,0,0,0,0,0
2021-06-03,Djibouti,,7,3,3,0,0,0,0,0,0,0,0,0,0
2021-06-04,Djibouti,,7,3,3,0,0,0,0,0,0,0,0,0,0
2021-06-05,Djibouti,,7,3,3,0,0,0,0,0,0,0,0,0,0
2021-06-06,Djibouti,,7,3,3,0,0,0,0,0,0,0,0,0,0
2021-06-07,Djibouti,,7,3,3,0,0,0,0,0,0,0,0,0,0
2021-06-08,Djibouti,,7,3,3,0,0,0,0,0,0,0,0,0,0
2021-06-09,Djibouti,,7,3,3,0,0,0,0,0,0,0,0,0,0
2021-06-10,Djibouti,,7,3,3,0,0,0,0,0,0,0,0,0,0
2021-06-11,Djibouti,,7,3,3,0,0,0,0,0,0,0,0,0,0
2021-06-12,Djibouti,,7,3,3,0,0,0,0,0,0,0,0,0,0
2021-06-13,Djibouti,,7,3,3,0,0,0,0,0,0,0,0,0,0
2021-06-14,Djibouti,,7,3,3,0,0,0,0,0,0,0,0,0,0
2021-06-15,Djibouti,,7,3,3,0,0,0,0,0,0,0,0,0,0
2021-06-16,Djibouti,,7,3,3,0,0,0,0,0,0,0,0,0,0
2021-06-17,Djibouti,,7,3,3,0,0,0,0,0,0,0,0,0,0
2021-06-18,Djibouti,,7,3,3,0,0,0,0,0,0,0,0,0,0
2021-06-19,Djibouti,,7,3,3,0,0,0,0,0,0,0,0,0,0
2021-06-20,Djibouti,,7,3,3,0,0,0,0,0,0,0,0,0,0
2021-06-21,Djibouti,,7,3,3,0,0,0,0,0,0,0,0,0,0
2021-06-22,Djibouti,,7,3,3,0,0,0,0,0,0,0,0,0,0
2021-06-23,Djibouti,,7,3,3,0,0,0,0,0,0,0,0,0,0
2021-06-24,Djibouti,,7,3,3,0,0,0,0,0,0,0,0,0,0
2021-06-25,Djibouti,,7,3,3,0,0,0,0,0,0,0,0,0,0
2021-06-26,Djibouti,,7,3,3,0,0,0,0,0,0,0,0,0,0
2021-06-27,Djibouti,,7,3,3,0,0,0,0,0,0,0,0,0,0
2021-06-28,Djibouti,,7,3,3,0,0,0,0,0,0,0,0,0,0
2021-06-29,Djibouti,,7,3,3,0,0,0,0,0,0,0,0,0,0
2021-06-30,Djibouti,,7,3,3,0,0,0,0,0,0,0,0,0,0
2021-06-01,Djibouti,,8,3,3,0,0,0,0,0,0,0,0,0,0
2021-06-02,Djibouti,,8,3,3,0,0,0,0,0,0,0,0,0,0
2021-06-03,Djibouti,,8,3,3,0,0,0,0,0,0,0,0,0,0
2021-06-04,Djibouti,,8,3,3,0,0,0,0,0,0,0,0,0,0
2021-06-05,Djibouti,,8,3,3,0,0,0,0,0,0,0,0,0,0
2021-06-06,Djibouti,,8,3,3,0,0,0,0,0,0,0,0,0,0
2021-06-07,Djibouti,,8,3,3,0,0,0,0,0,0,0,0,0,0
2021-06-08,Djibouti,,8,3,3,0,0,0,0,0,0,0,0,0,0
2021-06-09,Djibouti,,8,3,3,0,0,0,0,0,0,0,0,0,0
2021-06-10,Djibouti,,8,3,3,0,0,0,0,0,0,0,0,0,0
2021-06-11,Djibouti,,8,3,3,0,0,0,0,0,0,0,0,0,0
2021-06-12,Djibouti,,8,3,3,0,0,0,0,0,0,0,0,0,0
2021-06-13,Djibouti,,8,3,3,0,0,0,0,0,0,0,0,0,0
2021-06-14,Djibouti,,8,3,3,0,0,0,0,0,0,0,0,0,0
2021-06-15,Djibouti,,8,3,3,0,0,0,0,0,0,0,0,0,0
2021-06-16,Djibouti,,8,3,3,0,0,0,0,0,0,0,0,0,0
2021-06-17,Djibouti,,8,3,3,0,0,0,0,0,0,0,0,0,0
2021-06-18,Djibouti,,8,3,3,0,0,0,0,0,0,0,0,0,0
