Date,CountryName,RegionName,PrescriptionIndex,C1M_School closing,C2M_Workplace closing,C3M_Cancel public events,C4M_Restrictions on gatherings,C5M_Close public transport,C6M_Stay at home requirements,C7M_Restrictions on internal movement,C8EV_International travel controls,H1_Public information campaigns,H2_Testing policy,H3_Contact tracing,H6M_Facial Coverings
2021-01-11,Eswatini,,8,3,3,0,0,0,0,0,0,0,0,0,0
2021-01-12,Eswatini,,8,3,3,0,0,0,0,0,0,0,0,0,0
2021-01-13,Eswatini,,8,3,3,0,0,0,0,0,0,0,0,0,0
2021-01-14,Eswatini,,8,3,3,0,0,0,0,0,0,0,0,0,0
2021-01-15,Eswatini,,8,3,3,0,0,0,0,0,0,0,0,0,0
2021-01-16,Eswatini,,8,3,3,0,0,0,0,0,0,0,0,0,0
2021-01-17,Eswatini,,8,3,3,0,0,0,0,0,0,0,0,0,0
2021-01-18,Eswatini,,8,3,3,0,0,0,0,0,0,0,0,0,0
2021-01-19,Eswatini,,8,3,3,0,0,0,0,0,0,0,0,0,0
2021-01-20,Eswatini,,8,3,3,0,0,0,0,0,0,0,0,0,0
2021-01-21,Eswatini,,8,3,3,0,0,0,0,0,0,0,0,0,0
2021-01-22,Eswatini,,8,3,3,0,0,0,0,0,0,0,0,0,0
2021-01-23,Eswatini,,8,3,3,0,0,0,0,0,0,0,0,0,0
2021-01-24,Eswatini,,8,3,3,0,0,0,0,0,0,0,0,0,0
2021-01-25,Eswatini,,8,3,3,0,0,0,0,0,0,0,0,0,0
2021-01-26,Eswatini,,8,3,3,0,0,0,0,0,0,0,0,0,0
2021-01-27,Eswatini,,8,3,3,0,0,0,0,0,0,0,0,0,0
2021-01-28,Eswatini,,8,3,3,0,0,0,0,0,0,0,0,0,0
2021-01-29,Eswatini,,8,3,3,0,0,0,0,0,0,0,0,0,0
2021-01-30,Eswatini,,8,3,3,0,0,0,0,0,0,0,0,0,0
2021-01-31,Eswatini,,8,3,3,0,0,0,0,0,0,0,0,0,0
2021-01-01,Eswatini,,9,3,3,0,0,0,1,2,0,0,0,2,0
2021-01-02,Eswatini,,9,3,3,0,0,0,1,2,0,0,0,2,0
2021-01-03,Eswatini,,9,3,3,0,0,0,1,2,0,0,0,2,0
2021-01-04,Eswatini,,9,3,3,0,0,0,1,2,0,0,0,2,0
2021-01-05,Eswatini,,9,3,3,0,0,0,1,2,0,0,0,2,0
2021-01-06,Eswatini,,9,3,3,0,0,0,1,2,0,0,0,2,0
2021-01-07,Eswatini,,9,3,3,0,0,0,1,2,0,0,0,2,0
2021-01-08,Eswatini,,9,3,3,0,0,0,1,2,0,0,0,2,0
2021-01-09,Eswatini,,9,3,3,0,0,0,1,2,0,0,0,2,0
2021-01-10,Eswatini,,9,3,3,0,0,0,1,2,0,0,0,2,0
2021-01-11,Eswatini,,9,3,3,0,0,0,1,2,0,0,0,2,0
2021-01-12,Eswatini,,9,3,3,0,0,0,1,2,0,0,0,2,0
2021-01-13,Eswatini,,9,3,3,0,0,0,1,2,0,0,0,2,0
2021-01-14,Eswatini,,9,3,3,0,0,0,1,2,0,0,0,2,0
2021-01-15,Eswatini,,9,3,3,0,0,0,1,2,0,0,0,2,0
2021-01-16,Eswatini,,9,3,3,0,0,0,1,2,0,0,0,2,0
2021-01-17,Eswatini,,9,3,3,0,0,0,1,2,0,0,0,2,0
2021-01-18,Eswatini,,9,3,3,0,0,0,1,2,0,0,0,2,0
2021-01-19,Eswatini,,9,3,3,0,0,0,1,2,0,0,0,2,0
2021-01-20,Eswatini,,9,3,3,0,0,0,1,2,0,0,0,2,0
2021-01-21,Eswatini,,9,3,3,0,0,0,1,2,0,0,0,2,0
2021-01-22,Eswatini,,9,3,3,0,0,0,1,2,0,0,0,2,0
2021-01-23,Eswatini,,9,3,3,0,0,0,1,2,0,0,0,2,0
2021-01-24,Eswatini,,9,3,3,0,0,0,1,2,0,0,0,2,0
2021-01-25,Eswatini,,9,3,3,0,0,0,1,2,0,0,0,2,0
2021-01-26,Eswatini,,9,3,3,0,0,0,1,2,0,0,0,2,0
2021-01-27,Eswatini,,9,3,3,0,0,0,1,2,0,0,0,2,0
2021-01-28,Eswatini,,9,3,3,0,0,0,1,2,0,0,0,2,0
2021-01-29,Eswatini,,9,3,3,0,0,0,1,2,0,0,0,2,0
2021-01-30,Eswatini,,9,3,3,0,0,0,1,2,0,0,0,2,0
2021-01-31,Eswatini,,9,3,3,0,0,0,1,2,0,0,0,2,0
2021-01-01,Ethiopia,,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-01-02,Ethiopia,,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-01-03,Ethiopia,,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-01-04,Ethiopia,,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-01-05,Ethiopia,,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-01-06,Ethiopia,,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-01-07,Ethiopia,,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-01-08,Ethiopia,,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-01-09,Ethiopia,,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-01-10,Ethiopia,,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-01-11,Ethiopia,,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-01-12,Ethiopia,,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-01-13,Ethiopia,,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-01-14,Ethiopia,,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-01-15,Ethiopia,,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-01-16,Ethiopia,,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-01-17,Ethiopia,,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-01-18,Ethiopia,,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-01-19,Ethiopia,,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-01-20,Ethiopia,,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-01-21,Ethiopia,,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-01-22,Ethiopia,,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-01-23,Ethiopia,,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-01-24,Ethiopia,,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-01-25,Ethiopia,,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-01-26,Ethiopia,,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-01-27,Ethiopia,,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-01-28,Ethiopia,,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-01-29,Ethiopia,,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-01-30,Ethiopia,,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-01-31,Ethiopia,,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-01-01,Ethiopia,,1,0,0,0,0,0,0,0,0,0,0,0,0
2021-01-02,Ethiopia,,1,0,0,0,0,0,0,0,0,0,0,0,0
2021-01-03,Ethiopia,,1,0,0,0,0,0,0,0,0,0,0,0,0
2021-01-04,Ethiopia,,1,0,0,0,0,0,0,0,0,0,0,0,0
2021-01-05,Ethiopia,,1,0,0,0,0,0,0,0,0,0,0,0,0
2021-01-06,Ethiopia,,1,0,0,0,0,0,0,0,0,0,0,0,0
2021-01-07,Ethiopia,,1,0,0,0,0,0,0,0,0,0,0,0,0
2021-01-08,Ethiopia,,1,0,0,0,0,0,0,0,0,0,0,0,0
2021-01-09,Ethiopia,,1,0,0,0,0,0,0,0,0,0,0,0,0
2021-01-10,Ethiopia,,1,0,0,0,0,0,0,0,0,0,0,0,0
2021-01-11,Ethiopia,,1,0,0,0,0,0,0,0,0,0,0,0,0
2021-01-12,Ethiopia,,1,0,0,0,0,0,0,0,0,0,0,0,0
2021-01-13,Ethiopia,,1,0,0,0,0,0,0,0,0,0,0,0,0
2021-01-14,Ethiopia,,1,0,0,0,0,0,0,0,0,0,0,0,0
2021-01-15,Ethiopia,,1,0,0,0,0,0,0,0,0,0,0,0,0
2021-01-16,Ethiopia,,1,0,0,0,0,0,0,0,0,0,0,0,0
2021-01-17,Ethiopia,,1,0,0,0,0,0,0,0,0,0,0,0,0
2021-01-18,Ethiopia,,1,0,0,0,0,0,0,0,0,0,0,0,0
2021-01-19,Ethiopia,,1,0,0,0,0,0,0,0,0,0,0,0,0
2021-01-20,Ethiopia,,1,0,0,0,0,0,0,0,0,0,0,0,0
2021-01-21,Ethiopia,,1,0,0,0,0,0,0,0,0,0,0,0,0
2021-01-22,Ethiopia,,1,0,0,0,0,0,0,0,0,0,0,0,0
2021-01-23,Ethiopia,,1,0,0,0,0,0,0,0,0,0,0,0,0
2021-01-24,Ethiopia,,1,0,0,0,0,0,0,0,0,0,0,0,0
2021-01-25,Ethiopia,,1,0,0,0,0,0,0,0,0,0,0,0,0
2021-01-26,Ethiopia,,1,0,0,0,0,0,0,0,0,0,0,0,0
2021-01-27,Ethiopia,,1,0,0,0,0,0,0,0,0,0,0,0,0
2021-01-28,Ethiopia,,1,0,0,0,0,0,0,0,0,0,0,0,0
2021-01-29,Ethiopia,,1,0,0,0,0,0,0,0,0,0,0,0,0
2021-01-30,Ethiopia,,1,0,0,0,0,0,0,0,0,0,0,0,0
2021-01-31,Ethiopia,,1,0,0,0,0,0,0,0,0,0,0,0,0
2021-01-01,Ethiopia,,2,0,0,0,0,0,3,0,0,0,0,0,0
2021-01-02,Ethiopia,,2,0,0,0,0,0,3,0,0,0,0,0,0
2021-01-03,Ethiopia,,2,0,0,0,0,0,3,0,0,0,0,0,0
2021-01-04,Ethiopia,,2,0,0,0,0,0,3,0,0,0,0,0,0
2021-01-05,Ethiopia,,2,0,0,0,0,0,3,0,0,0,0,0,0
2021-01-06,Ethiopia,,2,0,0,0,0,0,3,0,0,0,0,0,0
2021-01-07,Ethiopia,,2,0,0,0,0,0,3,0,0,0,0,0,0
2021-01-08,Ethiopia,,2,0,0,0,0,0,3,0,0,0,0,0,0
2021-01-09,Ethiopia,,2,0,0,0,0,0,3,0,0,0,0,0,0
2021-01-10,Ethiopia,,2,0,0,0,0,0,3,0,0,0,0,0,0
2021-01-11,Ethiopia,,2,0,0,0,0,0,3,0,0,0,0,0,0
2021-01-12,Ethiopia,,2,0,0,0,0,0,3,0,0,0,0,0,0
2021-01-13,Ethiopia,,2,0,0,0,0,0,3,0,0,0,0,0,0
2021-01-14,Ethiopia,,2,0,0,0,0,0,3,0,0,0,0,0,0
2021-01-15,Ethiopia,,2,0,0,0,0,0,3,0,0,0,0,0,0
2021-01-16,Ethiopia,,2,0,0,0,0,0,3,0,0,0,0,0,0
2021-01-17,Ethiopia,,2,0,0,0,0,0,3,0,0,0,0,0,0
2021-01-18,Ethiopia,,2,0,0,0,0,0,3,0,0,0,0,0,0
2021-01-19,Ethiopia,,2,0,0,0,0,0,3,0,0,0,0,0,0
2021-01-20,Ethiopia,,2,0,0,0,0,0,3,0,0,0,0,0,0
2021-01-21,Ethiopia,,2,0,0,0,0,0,3,0,0,0,0,0,0
2021-01-22,Ethiopia,,2,0,0,0,0,0,3,0,0,0,0,0,0
2021-01-23,Ethiopia,,2,0,0,0,0,0,3,0,0,0,0,0,0
2021-01-24,Ethiopia,,2,0,0,0,0,0,3,0,0,0,0,0,0
2021-01-25,Ethiopia,,2,0,0,0,0,0,3,0,0,0,0,0,0
2021-01-26,Ethiopia,,2,0,0,0,0,0,3,0,0,0,0,0,0
2021-01-27,Ethiopia,,2,0,0,0,0,0,3,0,0,0,0,0,0
2021-01-28,Ethiopia,,2,0,0,0,0,0,3,0,0,0,0,0,0
2021-01-29,Ethiopia,,2,0,0,0,0,0,3,0,0,0,0,0,0
2021-01-30,Ethiopia,,2,0,0,0,0,0,3,0,0,0,0,0,0
2021-01-31,Ethiopia,,2,0,0,0,0,0,3,0,0,0,0,0,0
2021-01-01,Ethiopia,,3,0,0,0,0,0,3,0,0,0,0,0,0
2021-01-02,Ethiopia,,3,0,0,0,0,0,3,0,0,0,0,0,0
2021-01-03,Ethiopia,,3,0,0,0,0,0,3,0,0,0,0,0,0
2021-01-04,Ethiopia,,3,0,0,0,0,0,3,0,0,0,0,0,0
2021-01-05,Ethiopia,,3,0,0,0,0,0,3,0,0,0,0,0,0
2021-01-06,Ethiopia,,3,0,0,0,0,0,3,0,0,0,0,0,0
2021-01-07,Ethiopia,,3,0,0,0,0,0,3,0,0,0,0,0,0
2021-01-08,Ethiopia,,3,0,0,0,0,0,3,0,0,0,0,0,0
2021-01-09,Ethiopia,,3,0,0,0,0,0,3,0,0,0,0,0,0
2021-01-10,Ethiopia,,3,0,0,0,0,0,3,0,0,0,0,0,0
2021-01-11,Ethiopia,,3,0,0,0,0,0,3,0,0,0,0,0,0
2021-01-12,Ethiopia,,3,0,0,0,0,0,3,0,0,0,0,0,0
2021-01-13,Ethiopia,,3,0,0,0,0,0,3,0,0,0,0,0,0
2021-01-14,Ethiopia,,3,0,0,0,0,0,3,0,0,0,0,0,0
2021-01-15,Ethiopia,,3,0,0,0,0,0,3,0,0,0,0,0,0
2021-01-16,Ethiopia,,3,0,0,0,0,0,3,0,0,0,0,0,0
2021-01-17,Ethiopia,,3,0,0,0,0,0,3,0,0,0,0,0,0
2021-01-18,Ethiopia,,3,0,0,0,0,0,3,0,0,0,0,0,0
2021-01-19,Ethiopia,,3,0,0,0,0,0,3,0,0,0,0,0,0
2021-01-20,Ethiopia,,3,0,0,0,0,0,3,0,0,0,0,0,0
2021-01-21,Ethiopia,,3,0,0,0,0,0,3,0,0,0,0,0,0
2021-01-22,Ethiopia,,3,0,0,0,0,0,3,0,0,0,0,0,0
2021-01-23,Ethiopia,,3,0,0,0,0,0,3,0,0,0,0,0,0
2021-01-24,Ethiopia,,3,0,0,0,0,0,3,0,0,0,0,0,0
2021-01-25,Ethiopia,,3,0,0,0,0,0,3,0,0,0,0,0,0
2021-01-26,Ethiopia,,3,0,0,0,0,0,3,0,0,0,0,0,0
2021-01-27,Ethiopia,,3,0,0,0,0,0,3,0,0,0,0,0,0
2021-01-28,Ethiopia,,3,0,0,0,0,0,3,0,0,0,0,0,0
2021-01-29,Ethiopia,,3,0,0,0,0,0,3,0,0,0,0,0,0
2021-01-30,Ethiopia,,3,0,0,0,0,0,3,0,0,0,0,0,0
2021-01-31,Ethiopia,,3,0,0,0,0,0,3,0,0,0,0,0,0
2021-01-01,Ethiopia,,4,0,0,2,0,0,3,0,0,0,0,0,0
2021-01-02,Ethiopia,,4,0,0,2,0,0,3,0,0,0,0,0,0
2021-01-03,Ethiopia,,4,0,0,2,0,0,3,0,0,0,0,0,0
2021-01-04,Ethiopia,,4,0,0,2,0,0,3,0,0,0,0,0,0
2021-01-05,Ethiopia,,4,0,0,2,0,0,3,0,0,0,0,0,0
2021-01-06,Ethiopia,,4,0,0,2,0,0,3,0,0,0,0,0,0
2021-01-07,Ethiopia,,4,0,0,2,0,0,3,0,0,0,0,0,0
2021-01-08,Ethiopia,,4,0,0,2,0,0,3,0,0,0,0,0,0
2021-01-09,Ethiopia,,4,0,0,2,0,0,3,0,0,0,0,0,0
2021-01-10,Ethiopia,,4,0,0,2,0,0,3,0,0,0,0,0,0
2021-01-11,Ethiopia,,4,0,0,2,0,0,3,0,0,0,0,0,0
2021-01-12,Ethiopia,,4,0,0,2,0,0,3,0,0,0,0,0,0
2021-01-13,Ethiopia,,4,0,0,2,0,0,3,0,0,0,0,0,0
2021-01-14,Ethiopia,,4,0,0,2,0,0,3,0,0,0,0,0,0
2021-01-15,Ethiopia,,4,0,0,2,0,0,3,0,0,0,0,0,0
2021-01-16,Ethiopia,,4,0,0,2,0,0,3,0,0,0,0,0,0
2021-01-17,Ethiopia,,4,0,0,2,0,0,3,0,0,0,0,0,0
2021-01-18,Ethiopia,,4,0,0,2,0,0,3,0,0,0,0,0,0
2021-01-19,Ethiopia,,4,0,0,2,0,0,3,0,0,0,0,0,0
2021-01-20,Ethiopia,,4,0,0,2,0,0,3,0,0,0,0,0,0
2021-01-21,Ethiopia,,4,0,0,2,0,0,3,0,0,0,0,0,0
2021-01-22,Ethiopia,,4,0,0,2,0,0,3,0,0,0,0,0,0
2021-01-23,Ethiopia,,4,0,0,2,0,0,3,0,0,0,0,0,0
2021-01-24,Ethiopia,,4,0,0,2,0,0,3,0,0,0,0,0,0
2021-01-25,Ethiopia,,4,0,0,2,0,0,3,0,0,0,0,0,0
2021-01-26,Ethiopia,,4,0,0,2,0,0,3,0,0,0,0,0,0
2021-01-27,Ethiopia,,4,0,0,2,0,0,3,0,0,0,0,0,0
2021-01-28,Ethiopia,,4,0,0,2,0,0,3,0,0,0,0,0,0
2021-01-29,Ethiopia,,4,0,0,2,0,0,3,0,0,0,0,0,0
2021-01-30,Ethiopia,,4,0,0,2,0,0,3,0,0,0,0,0,0
2021-01-31,Ethiopia,,4,0,0,2,0,0,3,0,0,0,0,0,0
2021-01-01,Ethiopia,,5,0,0,2,0,0,3,0,0,0,0,0,0
2021-01-02,Ethiopia,,5,0,0,2,0,0,3,0,0,0,0,0,0
2021-01-03,Ethiopia,,5,0,0,2,0,0,3,0,0,0,0,0,0
2021-01-04,Ethiopia,,5,0,0,2,0,0,3,0,0,0,0,0,0
2021-01-05,Ethiopia,,5,0,0,2,0,0,3,0,0,0,0,0,0
2021-01-06,Ethiopia,,5,0,0,2,0,0,3,0,0,0,0,0,0
2021-01-07,Ethiopia,,5,0,0,2,0,0,3,0,0,0,0,0,0
2021-01-08,Ethiopia,,5,0,0,2,0,0,3,0,0,0,0,0,0
2021-01-09,Ethiopia,,5,0,0,2,0,0,3,0,0,0,0,0,0
2021-01-10,Ethiopia,,5,0,0,2,0,0,3,0,0,0,0,0,0
2021-01-11,Ethiopia,,5,0,0,2,0,0,3,0,0,0,0,0,0
2021-01-12,Ethiopia,,5,0,0,2,0,0,3,0,0,0,0,0,0
2021-01-13,Ethiopia,,5,0,0,2,0,0,3,0,0,0,0,0,0
2021-01-14,Ethiopia,,5,0,0,2,0,0,3,0,0,0,0,0,0
2021-01-15,Ethiopia,,5,0,0,2,0,0,3,0,0,0,0,0,0
2021-01-16,Ethiopia,,5,0,0,2,0,0,3,0,0,0,0,0,0
2021-01-17,Ethiopia,,5,0,0,2,0,0,3,0,0,0,0,0,0
2021-01-18,Ethiopia,,5,0,0,2,0,0,3,0,0,0,0,0,0
2021-01-19,Ethiopia,,5,0,0,2,0,0,3,0,0,0,0,0,0
2021-01-20,Ethiopia,,5,0,0,2,0,0,3,0,0,0,0,0,0
2021-01-21,Ethiopia,,5,0,0,2,0,0,3,0,0,0,0,0,0
2021-01-22,Ethiopia,,5,0,0,2,0,0,3,0,0,0,0,0,0
2021-01-23,Ethiopia,,5,0,0,2,0,0,3,0,0,0,0,0,0
2021-01-24,Ethiopia,,5,0,0,2,0,0,3,0,0,0,0,0,0
2021-01-25,Ethiopia,,5,0,0,2,0,0,3,0,0,0,0,0,0
2021-01-26,Ethiopia,,5,0,0,2,0,0,3,0,0,0,0,0,0
2021-01-27,Ethiopia,,5,0,0,2,0,0,3,0,0,0,0,0,0
2021-01-28,Ethiopia,,5,0,0,2,0,0,3,0,0,0,0,0,0
2021-01-29,Ethiopia,,5,0,0,2,0,0,3,0,0,0,0,0,0
2021-01-30,Ethiopia,,5,0,0,2,0,0,3,0,0,0,0,0,0
2021-01-31,Ethiopia,,5,0,0,2,0,0,3,0,0,0,0,0,0
2021-01-01,Ethiopia,,6,2,3,0,0,0,2,0,0,0,0,0,0
2021-01-02,Ethiopia,,6,2,3,0,0,0,2,0,0,0,0,0,0
2021-01-03,Ethiopia,,6,2,3,0,0,0,2,0,0,0,0,0,0
2021-01-04,Ethiopia,,6,2,3,0,0,0,2,0,0,0,0,0,0
2021-01-05,Ethiopia,,6,2,3,0,0,0,2,0,0,0,0,0,0
2021-01-06,Ethiopia,,6,2,3,0,0,0,2,0,0,0,0,0,0
2021-01-07,Ethiopia,,6,2,3,0,0,0,2,0,0,0,0,0,0
2021-01-08,Ethiopia,,6,2,3,0,0,0,2,0,0,0,0,0,0
2021-01-09,Ethiopia,,6,2,3,0,0,0,2,0,0,0,0,0,0
2021-01-10,Ethiopia,,6,2,3,0,0,0,2,0,0,0,0,0,0
2021-01-11,Ethiopia,,6,2,3,0,0,0,2,0,0,0,0,0,0
2021-01-12,Ethiopia,,6,2,3,0,0,0,2,0,0,0,0,0,0
2021-01-13,Ethiopia,,6,2,3,0,0,0,2,0,0,0,0,0,0
2021-01-14,Ethiopia,,6,2,3,0,0,0,2,0,0,0,0,0,0
2021-01-15,Ethiopia,,6,2,3,0,0,0,2,0,0,0,0,0,0
2021-01-16,Ethiopia,,6,2,3,0,0,0,2,0,0,0,0,0,0
2021-01-17,Ethiopia,,6,2,3,0,0,0,2,0,0,0,0,0,0
2021-01-18,Ethiopia,,6,2,3,0,0,0,2,0,0,0,0,0,0
2021-01-19,Ethiopia,,6,2,3,0,0,0,2,0,0,0,0,0,0
2021-01-20,Ethiopia,,6,2,3,0,0,0,2,0,0,0,0,0,0
2021-01-21,Ethiopia,,6,2,3,0,0,0,2,0,0,0,0,0,0
2021-01-22,Ethiopia,,6,2,3,0,0,0,2,0,0,0,0,0,0
2021-01-23,Ethiopia,,6,2,3,0,0,0,2,0,0,0,0,0,0
2021-01-24,Ethiopia,,6,2,3,0,0,0,2,0,0,0,0,0,0
2021-01-25,Ethiopia,,6,2,3,0,0,0,2,0,0,0,0,0,0
2021-01-26,Ethiopia,,6,2,3,0,0,0,2,0,0,0,0,0,0
2021-01-27,Ethiopia,,6,2,3,0,0,0,2,0,0,0,0,0,0
2021-01-28,Ethiopia,,6,2,3,0,0,0,2,0,0,0,0,0,0
2021-01-29,Ethiopia,,6,2,3,0,0,0,2,0,0,0,0,0,0
2021-01-30,Ethiopia,,6,2,3,0,0,0,2,0,0,0,0,0,0
2021-01-31,Ethiopia,,6,2,3,0,0,0,2,0,0,0,0,0,0
2021-01-01,Ethiopia,,7,2,3,0,0,0,2,0,0,0,0,0,0
2021-01-02,Ethiopia,,7,2,3,0,0,0,2,0,0,0,0,0,0
2021-01-03,Ethiopia,,7,2,3,0,0,0,2,0,0,0,0,0,0
2021-01-04,Ethiopia,,7,2,3,0,0,0,2,0,0,0,0,0,0
2021-01-05,Ethiopia,,7,2,3,0,0,0,2,0,0,0,0,0,0
2021-01-06,Ethiopia,,7,2,3,0,0,0,2,0,0,0,0,0,0
2021-01-07,Ethiopia,,7,2,3,0,0,0,2,0,0,0,0,0,0
2021-01-08,Ethiopia,,7,2,3,0,0,0,2,0,0,0,0,0,0
2021-01-09,Ethiopia,,7,2,3,0,0,0,2,0,0,0,0,0,0
2021-01-10,Ethiopia,,7,2,3,0,0,0,2,0,0,0,0,0,0
2021-01-11,Ethiopia,,7,2,3,0,0,0,2,0,0,0,0,0,0
2021-01-12,Ethiopia,,7,2,3,0,0,0,2,0,0,0,0,0,0
2021-01-13,Ethiopia,,7,2,3,0,0,0,2,0,0,0,0,0,0
2021-01-14,Ethiopia,,7,2,3,0,0,0,2,0,0,0,0,0,0
2021-01-15,Ethiopia,,7,2,3,0,0,0,2,0,0,0,0,0,0
2021-01-16,Ethiopia,,7,2,3,0,0,0,2,0,0,0,0,0,0
2021-01-17,Ethiopia,,7,2,3,0,0,0,2,0,0,0,0,0,0
2021-01-18,Ethiopia,,7,2,3,0,0,0,2,0,0,0,0,0,0
2021-01-19,Ethiopia,,7,2,3,0,0,0,2,0,0,0,0,0,0
2021-01-20,Ethiopia,,7,2,3,0,0,0,2,0,0,0,0,0,0
2021-01-21,Ethiopia,,7,2,3,0,0,0,2,0,0,0,0,0,0
2021-01-22,Ethiopia,,7,2,3,0,0,0,2,0,0,0,0,0,0
2021-01-23,Ethiopia,,7,2,3,0,0,0,2,0,0,0,0,0,0
2021-01-24,Ethiopia,,7,2,3,0,0,0,2,0,0,0,0,0,0
2021-01-25,Ethiopia,,7,2,3,0,0,0,2,0,0,0,0,0,0
2021-01-26,Ethiopia,,7,2,3,0,0,0,2,0,0,0,0,0,0
2021-01-27,Ethiopia,,7,2,3,0,0,0,2,0,0,0,0,0,0
2021-01-28,Ethiopia,,7,2,3,0,0,0,2,0,0,0,0,0,0
2021-01-29,Ethiopia,,7,2,3,0,0,0,2,0,0,0,0,0,0
2021-01-30,Ethiopia,,7,2,3,0,0,0,2,0,0,0,0,0,0
2021-01-31,Ethiopia,,7,2,3,0,0,0,2,0,0,0,0,0,0
2021-01-01,Ethiopia,,8,3,3,0,0,0,3,0,0,1,0,2,1
2021-01-02,Ethiopia,,8,3,3,0,0,0,3,0,0,1,0,2,1
2021-01-03,Ethiopia,,8,3,3,0,0,0,3,0,0,1,0,2,1
2021-01-04,Ethiopia,,8,3,3,0,0,0,3,0,0,1,0,2,1
2021-01-05,Ethiopia,,8,3,3,0,0,0,3,0,0,1,0,2,1
2021-01-06,Ethiopia,,8,3,3,0,0,0,3,0,0,1,0,2,1
2021-01-07,Ethiopia,,8,3,3,0,0,0,3,0,0,1,0,2,1
2021-01-08,Ethiopia,,8,3,3,0,0,0,3,0,0,1,0,2,1
2021-01-09,Ethiopia,,8,3,3,0,0,0,3,0,0,1,0,2,1
2021-01-10,Ethiopia,,8,3,3,0,0,0,3,0,0,1,0,2,1
2021-01-11,Ethiopia,,8,3,3,0,0,0,3,0,0,1,0,2,1
2021-01-12,Ethiopia,,8,3,3,0,0,0,3,0,0,1,0,2,1
2021-01-13,Ethiopia,,8,3,3,0,0,0,3,0,0,1,0,2,1
2021-01-14,Ethiopia,,8,3,3,0,0,0,3,0,0,1,0,2,1
2021-01-15,Ethiopia,,8,3,3,0,0,0,3,0,0,1,0,2,1
2021-01-16,Ethiopia,,8,3,3,0,0,0,3,0,0,1,0,2,1
2021-01-17,Ethiopia,,8,3,3,0,0,0,3,0,0,1,0,2,1
2021-01-18,Ethiopia,,8,3,3,0,0,0,3,0,0,1,0,2,1
2021-01-19,Ethiopia,,8,3,3,0,0,0,3,0,0,1,0,2,1
2021-01-20,Ethiopia,,8,3,3,0,0,0,3,0,0,1,0,2,1
2021-01-21,Ethiopia,,8,3,3,0,0,0,3,0,0,1,0,2,1
2021-01-22,Ethiopia,,8,3,3,0,0,0,3,0,0,1,0,2,1
2021-01-23,Ethiopia,,8,3,3,0,0,0,3,0,0,1,0,2,1
2021-01-24,Ethiopia,,8,3,3,0,0,0,3,0,0,1,0,2,1
2021-01-25,Ethiopia,,8,3,3,0,0,0,3,0,0,1,0,2,1
2021-01-26,Ethiopia,,8,3,3,0,0,0,3,0,0,1,0,2,1
2021-01-27,Ethiopia,,8,3,3,0,0,0,3,0,0,1,0,2,1
2021-01-28,Ethiopia,,8,3,3,0,0,0,3,0,0,1,0,2,1
2021-01-29,Ethiopia,,8,3,3,0,0,0,3,0,0,1,0,2,1
2021-01-30,Ethiopia,,8,3,3,0,0,0,3,0,0,1,0,2,1
2021-01-31,Ethiopia,,8,3,3,0,0,0,3,0,0,1,0,2,1
2021-01-01,Ethiopia,,9,3,3,0,0,0,3,0,0,1,0,2,1
2021-01-02,Ethiopia,,9,3,3,0,0,0,3,0,0,1,0,2,1
2021-01-03,Ethiopia,,9,3,3,0,0,0,3,0,0,1,0,2,1
2021-01-04,Ethiopia,,9,3,3,0,0,0,3,0,0,1,0,2,1
2021-01-05,Ethiopia,,9,3,3,0,0,0,3,0,0,1,0,2,1
2021-01-06,Ethiopia,,9,3,3,0,0,0,3,0,0,1,0,2,1
2021-01-07,Ethiopia,,9,3,3,0,0,0,3,0,0,1,0,2,1
