PrescriptionIndex,CountryName,RegionName,Date,C1_School closing,C2_Workplace closing,C3_Cancel public events,C4_Restrictions on gatherings,C5_Close public transport,C6_Stay at home requirements,C7_Restrictions on internal movement,C8_International travel controls,H1_Public information campaigns,H2_Testing policy,H3_Contact tracing,H6_Facial Coverings
9,France,,2020-08-02,3,3,0,4,2,3,0,4,2,3,2,4
9,France,,2020-08-03,3,3,0,4,2,3,0,4,2,3,2,4
9,France,,2020-08-04,3,3,0,4,2,3,0,4,2,3,2,4
9,France,,2020-08-05,3,3,0,4,2,3,0,4,2,3,2,4
0,Gabon,,2020-08-01,3,0,0,0,0,0,0,0,0,0,0,0
0,Gabon,,2020-08-02,3,0,0,0,0,0,0,0,0,0,0,0
0,Gabon,,2020-08-03,3,0,0,0,0,0,0,0,0,0,0,0
0,Gabon,,2020-08-04,3,0,0,0,0,0,0,0,0,0,0,0
0,Gabon,,2020-08-05,3,0,0,0,0,0,0,0,0,0,0,0
1,Gabon,,2020-08-01,3,0,0,0,0,0,0,0,0,3,0,0
1,Gabon,,2020-08-02,3,0,0,0,0,0,0,0,0,3,0,0
1,Gabon,,2020-08-03,3,0,0,0,0,0,0,0,0,3,0,0
1,Gabon,,2020-08-04,3,0,0,0,0,0,0,0,0,3,0,0
1,Gabon,,2020-08-05,3,0,0,0,0,0,0,0,0,3,0,0
2,Gabon,,2020-08-01,3,3,0,0,0,0,0,0,0,3,0,0
2,Gabon,,2020-08-02,3,3,0,0,0,0,0,0,0,3,0,0
2,Gabon,,2020-08-03,3,3,0,0,0,0,0,0,0,3,0,0
2,Gabon,,2020-08-04,3,3,0,0,0,0,0,0,0,3,0,0
2,Gabon,,2020-08-05,3,3,0,0,0,0,0,0,0,3,0,0
3,Gabon,,2020-08-01,3,3,0,0,0,0,0,0,0,3,2,0
3,Gabon,,2020-08-02,3,3,0,0,0,0,0,0,0,3,2,0
3,Gabon,,2020-08-03,3,3,0,0,0,0,0,0,0,3,2,0
3,Gabon,,2020-08-04,3,3,0,0,0,0,0,0,0,3,2,0
3,Gabon,,2020-08-05,3,3,0,0,0,0,0,0,0,3,2,0
4,Gabon,,2020-08-01,3,3,0,0,0,0,0,4,0,3,2,0
4,Gabon,,2020-08-02,3,3,0,0,0,0,0,4,0,3,2,0
4,Gabon,,2020-08-03,3,3,0,0,0,0,0,4,0,3,2,0
4,Gabon,,2020-08-04,3,3,0,0,0,0,0,4,0,3,2,0
4,Gabon,,2020-08-05,3,3,0,0,0,0,0,4,0,3,2,0
5,Gabon,,2020-08-01,3,3,0,0,0,0,0,4,2,3,2,0
5,Gabon,,2020-08-02,3,3,0,0,0,0,0,4,2,3,2,0
5,Gabon,,2020-08-03,3,3,0,0,0,0,0,4,2,3,2,0
5,Gabon,,2020-08-04,3,3,0,0,0,0,0,4,2,3,2,0
5,Gabon,,2020-08-05,3,3,0,0,0,0,0,4,2,3,2,0
6,Gabon,,2020-08-01,3,3,0,4,0,0,0,4,2,3,2,0
6,Gabon,,2020-08-02,3,3,0,4,0,0,0,4,2,3,2,0
6,Gabon,,2020-08-03,3,3,0,4,0,0,0,4,2,3,2,0
6,Gabon,,2020-08-04,3,3,0,4,0,0,0,4,2,3,2,0
6,Gabon,,2020-08-05,3,3,0,4,0,0,0,4,2,3,2,0
7,Gabon,,2020-08-01,3,3,2,4,0,0,0,4,2,3,2,0
7,Gabon,,2020-08-02,3,3,2,4,0,0,0,4,2,3,2,0
7,Gabon,,2020-08-03,3,3,2,4,0,0,0,4,2,3,2,0
7,Gabon,,2020-08-04,3,3,2,4,0,0,0,4,2,3,2,0
7,Gabon,,2020-08-05,3,3,2,4,0,0,0,4,2,3,2,0
8,Gabon,,2020-08-01,3,3,2,4,0,0,2,4,2,3,2,0
8,Gabon,,2020-08-02,3,3,2,4,0,0,2,4,2,3,2,0
8,Gabon,,2020-08-03,3,3,2,4,0,0,2,4,2,3,2,0
8,Gabon,,2020-08-04,3,3,2,4,0,0,2,4,2,3,2,0
8,Gabon,,2020-08-05,3,3,2,4,0,0,2,4,2,3,2,0
9,Gabon,,2020-08-01,3,3,2,4,2,0,2,4,2,3,2,0
9,Gabon,,2020-08-02,3,3,2,4,2,0,2,4,2,3,2,0
9,Gabon,,2020-08-03,3,3,2,4,2,0,2,4,2,3,2,0
9,Gabon,,2020-08-04,3,3,2,4,2,0,2,4,2,3,2,0
9,Gabon,,2020-08-05,3,3,2,4,2,0,2,4,2,3,2,0
0,Gambia,,2020-08-01,0,0,0,0,2,0,0,0,0,0,0,0
0,Gambia,,2020-08-02,0,0,0,0,2,0,0,0,0,0,0,0
0,Gambia,,2020-08-03,0,0,0,0,2,0,0,0,0,0,0,0
0,Gambia,,2020-08-04,0,0,0,0,2,0,0,0,0,0,0,0
0,Gambia,,2020-08-05,0,0,0,0,2,0,0,0,0,0,0,0
1,Gambia,,2020-08-01,0,3,0,0,2,0,0,0,0,0,0,0
1,Gambia,,2020-08-02,0,3,0,0,2,0,0,0,0,0,0,0
1,Gambia,,2020-08-03,0,3,0,0,2,0,0,0,0,0,0,0
1,Gambia,,2020-08-04,0,3,0,0,2,0,0,0,0,0,0,0
1,Gambia,,2020-08-05,0,3,0,0,2,0,0,0,0,0,0,0
2,Gambia,,2020-08-01,0,3,0,0,2,0,0,0,2,0,0,0
2,Gambia,,2020-08-02,0,3,0,0,2,0,0,0,2,0,0,0
2,Gambia,,2020-08-03,0,3,0,0,2,0,0,0,2,0,0,0
2,Gambia,,2020-08-04,0,3,0,0,2,0,0,0,2,0,0,0
2,Gambia,,2020-08-05,0,3,0,0,2,0,0,0,2,0,0,0
3,Gambia,,2020-08-01,3,3,0,0,2,0,0,0,2,0,0,0
3,Gambia,,2020-08-02,3,3,0,0,2,0,0,0,2,0,0,0
3,Gambia,,2020-08-03,3,3,0,0,2,0,0,0,2,0,0,0
3,Gambia,,2020-08-04,3,3,0,0,2,0,0,0,2,0,0,0
3,Gambia,,2020-08-05,3,3,0,0,2,0,0,0,2,0,0,0
4,Gambia,,2020-08-01,3,3,0,0,2,0,0,0,2,0,0,4
4,Gambia,,2020-08-02,3,3,0,0,2,0,0,0,2,0,0,4
4,Gambia,,2020-08-03,3,3,0,0,2,0,0,0,2,0,0,4
4,Gambia,,2020-08-04,3,3,0,0,2,0,0,0,2,0,0,4
4,Gambia,,2020-08-05,3,3,0,0,2,0,0,0,2,0,0,4
5,Gambia,,2020-08-01,3,3,0,0,2,0,2,0,2,0,0,4
5,Gambia,,2020-08-02,3,3,0,0,2,0,2,0,2,0,0,4
5,Gambia,,2020-08-03,3,3,0,0,2,0,2,0,2,0,0,4
5,Gambia,,2020-08-04,3,3,0,0,2,0,2,0,2,0,0,4
5,Gambia,,2020-08-05,3,3,0,0,2,0,2,0,2,0,0,4
6,Gambia,,2020-08-01,3,3,0,4,2,0,2,0,2,0,0,4
6,Gambia,,2020-08-02,3,3,0,4,2,0,2,0,2,0,0,4
6,Gambia,,2020-08-03,3,3,0,4,2,0,2,0,2,0,0,4
6,Gambia,,2020-08-04,3,3,0,4,2,0,2,0,2,0,0,4
6,Gambia,,2020-08-05,3,3,0,4,2,0,2,0,2,0,0,4
7,Gambia,,2020-08-01,3,3,0,4,2,0,2,0,2,3,0,4
7,Gambia,,2020-08-02,3,3,0,4,2,0,2,0,2,3,0,4
7,Gambia,,2020-08-03,3,3,0,4,2,0,2,0,2,3,0,4
7,Gambia,,2020-08-04,3,3,0,4,2,0,2,0,2,3,0,4
7,Gambia,,2020-08-05,3,3,0,4,2,0,2,0,2,3,0,4
8,Gambia,,2020-08-01,3,3,0,4,2,0,2,4,2,3,0,4
8,Gambia,,2020-08-02,3,3,0,4,2,0,2,4,2,3,0,4
8,Gambia,,2020-08-03,3,3,0,4,2,0,2,4,2,3,0,4
8,Gambia,,2020-08-04,3,3,0,4,2,0,2,4,2,3,0,4
8,Gambia,,2020-08-05,3,3,0,4,2,0,2,4,2,3,0,4
9,Gambia,,2020-08-01,3,3,0,4,2,0,2,4,2,3,2,4
9,Gambia,,2020-08-02,3,3,0,4,2,0,2,4,2,3,2,4
9,Gambia,,2020-08-03,3,3,0,4,2,0,2,4,2,3,2,4
9,Gambia,,2020-08-04,3,3,0,4,2,0,2,4,2,3,2,4
9,Gambia,,2020-08-05,3,3,0,4,2,0,2,4,2,3,2,4
0,Georgia,,2020-08-01,0,3,0,0,0,0,0,0,0,0,0,0
0,Georgia,,2020-08-02,0,3,0,0,0,0,0,0,0,0,0,0
0,Georgia,,2020-08-03,0,3,0,0,0,0,0,0,0,0,0,0
0,Georgia,,2020-08-04,0,3,0,0,0,0,0,0,0,0,0,0
0,Georgia,,2020-08-05,0,3,0,0,0,0,0,0,0,0,0,0
1,Georgia,,2020-08-01,0,3,0,0,0,0,0,0,2,0,0,0
1,Georgia,,2020-08-02,0,3,0,0,0,0,0,0,2,0,0,0
1,Georgia,,2020-08-03,0,3,0,0,0,0,0,0,2,0,0,0
1,Georgia,,2020-08-04,0,3,0,0,0,0,0,0,2,0,0,0
1,Georgia,,2020-08-05,0,3,0,0,0,0,0,0,2,0,0,0
2,Georgia,,2020-08-01,0,3,0,4,0,0,0,0,2,0,0,0
2,Georgia,,2020-08-02,0,3,0,4,0,0,0,0,2,0,0,0
2,Georgia,,2020-08-03,0,3,0,4,0,0,0,0,2,0,0,0
2,Georgia,,2020-08-04,0,3,0,4,0,0,0,0,2,0,0,0
2,Georgia,,2020-08-05,0,3,0,4,0,0,0,0,2,0,0,0
3,Georgia,,2020-08-01,0,3,0,4,0,0,0,4,2,0,0,0
3,Georgia,,2020-08-02,0,3,0,4,0,0,0,4,2,0,0,0
3,Georgia,,2020-08-03,0,3,0,4,0,0,0,4,2,0,0,0
3,Georgia,,2020-08-04,0,3,0,4,0,0,0,4,2,0,0,0
3,Georgia,,2020-08-05,0,3,0,4,0,0,0,4,2,0,0,0
4,Georgia,,2020-08-01,3,3,0,4,0,0,0,4,2,0,0,0
4,Georgia,,2020-08-02,3,3,0,4,0,0,0,4,2,0,0,0
4,Georgia,,2020-08-03,3,3,0,4,0,0,0,4,2,0,0,0
4,Georgia,,2020-08-04,3,3,0,4,0,0,0,4,2,0,0,0
4,Georgia,,2020-08-05,3,3,0,4,0,0,0,4,2,0,0,0
5,Georgia,,2020-08-01,3,3,0,4,0,0,2,4,2,0,0,0
5,Georgia,,2020-08-02,3,3,0,4,0,0,2,4,2,0,0,0
5,Georgia,,2020-08-03,3,3,0,4,0,0,2,4,2,0,0,0
5,Georgia,,2020-08-04,3,3,0,4,0,0,2,4,2,0,0,0
5,Georgia,,2020-08-05,3,3,0,4,0,0,2,4,2,0,0,0
6,Georgia,,2020-08-01,3,3,0,4,0,0,2,4,2,3,0,0
6,Georgia,,2020-08-02,3,3,0,4,0,0,2,4,2,3,0,0
6,Georgia,,2020-08-03,3,3,0,4,0,0,2,4,2,3,0,0
6,Georgia,,2020-08-04,3,3,0,4,0,0,2,4,2,3,0,0
6,Georgia,,2020-08-05,3,3,0,4,0,0,2,4,2,3,0,0
7,Georgia,,2020-08-01,3,3,0,4,0,3,2,4,2,3,0,0
7,Georgia,,2020-08-02,3,3,0,4,0,3,2,4,2,3,0,0
7,Georgia,,2020-08-03,3,3,0,4,0,3,2,4,2,3,0,0
7,Georgia,,2020-08-04,3,3,0,4,0,3,2,4,2,3,0,0
7,Georgia,,2020-08-05,3,3,0,4,0,3,2,4,2,3,0,0
8,Georgia,,2020-08-01,3,3,0,4,2,3,2,4,2,3,0,0
8,Georgia,,2020-08-02,3,3,0,4,2,3,2,4,2,3,0,0
8,Georgia,,2020-08-03,3,3,0,4,2,3,2,4,2,3,0,0
8,Georgia,,2020-08-04,3,3,0,4,2,3,2,4,2,3,0,0
8,Georgia,,2020-08-05,3,3,0,4,2,3,2,4,2,3,0,0
9,Georgia,,2020-08-01,3,3,0,4,2,3,2,4,2,3,0,4
9,Georgia,,2020-08-02,3,3,0,4,2,3,2,4,2,3,0,4
9,Georgia,,2020-08-03,3,3,0,4,2,3,2,4,2,3,0,4
9,Georgia,,2020-08-04,3,3,0,4,2,3,2,4,2,3,0,4
9,Georgia,,2020-08-05,3,3,0,4,2,3,2,4,2,3,0,4
0,Germany,,2020-08-01,3,0,0,0,0,0,0,0,0,0,0,0
0,Germany,,2020-08-02,3,0,0,0,0,0,0,0,0,0,0,0
0,Germany,,2020-08-03,3,0,0,0,0,0,0,0,0,0,0,0
0,Germany,,2020-08-04,3,0,0,0,0,0,0,0,0,0,0,0
0,Germany,,2020-08-05,3,0,0,0,0,0,0,0,0,0,0,0
1,Germany,,2020-08-01,3,3,0,0,0,0,0,0,0,0,0,0
1,Germany,,2020-08-02,3,3,0,0,0,0,0,0,0,0,0,0
1,Germany,,2020-08-03,3,3,0,0,0,0,0,0,0,0,0,0
1,Germany,,2020-08-04,3,3,0,0,0,0,0,0,0,0,0,0
1,Germany,,2020-08-05,3,3,0,0,0,0,0,0,0,0,0,0
2,Germany,,2020-08-01,3,3,0,0,0,0,0,0,0,0,0,4
2,Germany,,2020-08-02,3,3,0,0,0,0,0,0,0,0,0,4
2,Germany,,2020-08-03,3,3,0,0,0,0,0,0,0,0,0,4
2,Germany,,2020-08-04,3,3,0,0,0,0,0,0,0,0,0,4
2,Germany,,2020-08-05,3,3,0,0,0,0,0,0,0,0,0,4
3,Germany,,2020-08-01,3,3,0,0,0,0,0,4,0,0,0,4
3,Germany,,2020-08-02,3,3,0,0,0,0,0,4,0,0,0,4
3,Germany,,2020-08-03,3,3,0,0,0,0,0,4,0,0,0,4
3,Germany,,2020-08-04,3,3,0,0,0,0,0,4,0,0,0,4
3,Germany,,2020-08-05,3,3,0,0,0,0,0,4,0,0,0,4
4,Germany,,2020-08-01,3,3,0,0,0,0,0,4,0,3,0,4
4,Germany,,2020-08-02,3,3,0,0,0,0,0,4,0,3,0,4
4,Germany,,2020-08-03,3,3,0,0,0,0,0,4,0,3,0,4
4,Germany,,2020-08-04,3,3,0,0,0,0,0,4,0,3,0,4
4,Germany,,2020-08-05,3,3,0,0,0,0,0,4,0,3,0,4
5,Germany,,2020-08-01,3,3,0,0,0,3,0,4,0,3,0,4
5,Germany,,2020-08-02,3,3,0,0,0,3,0,4,0,3,0,4
5,Germany,,2020-08-03,3,3,0,0,0,3,0,4,0,3,0,4
5,Germany,,2020-08-04,3,3,0,0,0,3,0,4,0,3,0,4
5,Germany,,2020-08-05,3,3,0,0,0,3,0,4,0,3,0,4
6,Germany,,2020-08-01,3,3,0,4,0,3,0,4,0,3,0,4
6,Germany,,2020-08-02,3,3,0,4,0,3,0,4,0,3,0,4
6,Germany,,2020-08-03,3,3,0,4,0,3,0,4,0,3,0,4
6,Germany,,2020-08-04,3,3,0,4,0,3,0,4,0,3,0,4
6,Germany,,2020-08-05,3,3,0,4,0,3,0,4,0,3,0,4
7,Germany,,2020-08-01,3,3,0,4,2,3,0,4,0,3,0,4
7,Germany,,2020-08-02,3,3,0,4,2,3,0,4,0,3,0,4
7,Germany,,2020-08-03,3,3,0,4,2,3,0,4,0,3,0,4
7,Germany,,2020-08-04,3,3,0,4,2,3,0,4,0,3,0,4
7,Germany,,2020-08-05,3,3,0,4,2,3,0,4,0,3,0,4
8,Germany,,2020-08-01,3,3,0,4,2,3,0,4,2,3,0,4
8,Germany,,2020-08-02,3,3,0,4,2,3,0,4,2,3,0,4
8,Germany,,2020-08-03,3,3,0,4,2,3,0,4,2,3,0,4
8,Germany,,2020-08-04,3,3,0,4,2,3,0,4,2,3,0,4
8,Germany,,2020-08-05,3,3,0,4,2,3,0,4,2,3,0,4
9,Germany,,2020-08-01,3,3,0,4,2,3,0,4,2,3,2,4
9,Germany,,2020-08-02,3,3,0,4,2,3,0,4,2,3,2,4
9,Germany,,2020-08-03,3,3,0,4,2,3,0,4,2,3,2,4
9,Germany,,2020-08-04,3,3,0,4,2,3,0,4,2,3,2,4
9,Germany,,2020-08-05,3,3,0,4,2,3,0,4,2,3,2,4
0,Ghana,,2020-08-01,0,0,0,0,2,0,0,0,0,0,0,0
0,Ghana,,2020-08-02,0,0,0,0,2,0,0,0,0,0,0,0
0,Ghana,,2020-08-03,0,0,0,0,2,0,0,0,0,0,0,0
0,Ghana,,2020-08-04,0,0,0,0,2,0,0,0,0,0,0,0
0,Ghana,,2020-08-05,0,0,0,0,2,0,0,0,0,0,0,0
1,Ghana,,2020-08-01,0,0,0,4,2,0,0,0,0,0,0,0
1,Ghana,,2020-08-02,0,0,0,4,2,0,0,0,0,0,0,0
1,Ghana,,2020-08-03,0,0,0,4,2,0,0,0,0,0,0,0
1,Ghana,,2020-08-04,0,0,0,4,2,0,0,0,0,0,0,0
1,Ghana,,2020-08-05,0,0,0,4,2,0,0,0,0,0,0,0
2,Ghana,,2020-08-01,0,3,0,4,2,0,0,0,0,0,0,0
2,Ghana,,2020-08-02,0,3,0,4,2,0,0,0,0,0,0,0
2,Ghana,,2020-08-03,0,3,0,4,2,0,0,0,0,0,0,0
2,Ghana,,2020-08-04,0,3,0,4,2,0,0,0,0,0,0,0
2,Ghana,,2020-08-05,0,3,0,4,2,0,0,0,0,0,0,0
3,Ghana,,2020-08-01,3,3,0,4,2,0,0,0,0,0,0,0
3,Ghana,,2020-08-02,3,3,0,4,2,0,0,0,0,0,0,0
3,Ghana,,2020-08-03,3,3,0,4,2,0,0,0,0,0,0,0
3,Ghana,,2020-08-04,3,3,0,4,2,0,0,0,0,0,0,0
3,Ghana,,2020-08-05,3,3,0,4,2,0,0,0,0,0,0,0
4,Ghana,,2020-08-01,3,3,0,4,2,3,0,0,0,0,0,0
4,Ghana,,2020-08-02,3,3,0,4,2,3,0,0,0,0,0,0
4,Ghana,,2020-08-03,3,3,0,4,2,3,0,0,0,0,0,0
4,Ghana,,2020-08-04,3,3,0,4,2,3,0,0,0,0,0,0
4,Ghana,,2020-08-05,3,3,0,4,2,3,0,0,0,0,0,0
5,Ghana,,2020-08-01,3,3,0,4,2,3,0,0,0,3,0,0
5,Ghana,,2020-08-02,3,3,0,4,2,3,0,0,0,3,0,0
5,Ghana,,2020-08-03,3,3,0,4,2,3,0,0,0,3,0,0
5,Ghana,,2020-08-04,3,3,0,4,2,3,0,0,0,3,0,0
5,Ghana,,2020-08-05,3,3,0,4,2,3,0,0,0,3,0,0
6,Ghana,,2020-08-01,3,3,0,4,2,3,0,0,2,3,0,0
6,Ghana,,2020-08-02,3,3,0,4,2,3,0,0,2,3,0,0
6,Ghana,,2020-08-03,3,3,0,4,2,3,0,0,2,3,0,0
6,Ghana,,2020-08-04,3,3,0,4,2,3,0,0,2,3,0,0
6,Ghana,,2020-08-05,3,3,0,4,2,3,0,0,2,3,0,0
7,Ghana,,2020-08-01,3,3,0,4,2,3,0,4,2,3,0,0
7,Ghana,,2020-08-02,3,3,0,4,2,3,0,4,2,3,0,0
7,Ghana,,2020-08-03,3,3,0,4,2,3,0,4,2,3,0,0
7,Ghana,,2020-08-04,3,3,0,4,2,3,0,4,2,3,0,0
7,Ghana,,2020-08-05,3,3,0,4,2,3,0,4,2,3,0,0
8,Ghana,,2020-08-01,3,3,0,4,2,3,0,4,2,3,0,4
8,Ghana,,2020-08-02,3,3,0,4,2,3,0,4,2,3,0,4
8,Ghana,,2020-08-03,3,3,0,4,2,3,0,4,2,3,0,4
8,Ghana,,2020-08-04,3,3,0,4,2,3,0,4,2,3,0,4
8,Ghana,,2020-08-05,3,3,0,4,2,3,0,4,2,3,0,4
9,Ghana,,2020-08-01,3,3,2,4,2,3,0,4,2,3,0,4
9,Ghana,,2020-08-02,3,3,2,4,2,3,0,4,2,3,0,4
9,Ghana,,2020-08-03,3,3,2,4,2,3,0,4,2,3,0,4
9,Ghana,,2020-08-04,3,3,2,4,2,3,0,4,2,3,0,4
9,Ghana,,2020-08-05,3,3,2,4,2,3,0,4,2,3,0,4
0,Greece,,2020-08-01,0,3,0,0,0,0,0,0,0,0,0,0
0,Greece,,2020-08-02,0,3,0,0,0,0,0,0,0,0,0,0
0,Greece,,2020-08-03,0,3,0,0,0,0,0,0,0,0,0,0
0,Greece,,2020-08-04,0,3,0,0,0,0,0,0,0,0,0,0
0,Greece,,2020-08-05,0,3,0,0,0,0,0,0,0,0,0,0
1,Greece,,2020-08-01,0,3,0,0,0,0,0,4,0,0,0,0
1,Greece,,2020-08-02,0,3,0,0,0,0,0,4,0,0,0,0
1,Greece,,2020-08-03,0,3,0,0,0,0,0,4,0,0,0,0
1,Greece,,2020-08-04,0,3,0,0,0,0,0,4,0,0,0,0
1,Greece,,2020-08-05,0,3,0,0,0,0,0,4,0,0,0,0
2,Greece,,2020-08-01,3,3,0,0,0,0,0,4,0,0,0,0
2,Greece,,2020-08-02,3,3,0,0,0,0,0,4,0,0,0,0
2,Greece,,2020-08-03,3,3,0,0,0,0,0,4,0,0,0,0
2,Greece,,2020-08-04,3,3,0,0,0,0,0,4,0,0,0,0
2,Greece,,2020-08-05,3,3,0,0,0,0,0,4,0,0,0,0
3,Greece,,2020-08-01,3,3,0,0,0,0,0,4,0,3,0,0
3,Greece,,2020-08-02,3,3,0,0,0,0,0,4,0,3,0,0
3,Greece,,2020-08-03,3,3,0,0,0,0,0,4,0,3,0,0
3,Greece,,2020-08-04,3,3,0,0,0,0,0,4,0,3,0,0
3,Greece,,2020-08-05,3,3,0,0,0,0,0,4,0,3,0,0
4,Greece,,2020-08-01,3,3,0,0,0,0,2,4,0,3,0,0
4,Greece,,2020-08-02,3,3,0,0,0,0,2,4,0,3,0,0
4,Greece,,2020-08-03,3,3,0,0,0,0,2,4,0,3,0,0
4,Greece,,2020-08-04,3,3,0,0,0,0,2,4,0,3,0,0
4,Greece,,2020-08-05,3,3,0,0,0,0,2,4,0,3,0,0
5,Greece,,2020-08-01,3,3,0,0,2,0,2,4,0,3,0,0
5,Greece,,2020-08-02,3,3,0,0,2,0,2,4,0,3,0,0
5,Greece,,2020-08-03,3,3,0,0,2,0,2,4,0,3,0,0
5,Greece,,2020-08-04,3,3,0,0,2,0,2,4,0,3,0,0
5,Greece,,2020-08-05,3,3,0,0,2,0,2,4,0,3,0,0
6,Greece,,2020-08-01,3,3,0,4,2,0,2,4,0,3,0,0
6,Greece,,2020-08-02,3,3,0,4,2,0,2,4,0,3,0,0
6,Greece,,2020-08-03,3,3,0,4,2,0,2,4,0,3,0,0
6,Greece,,2020-08-04,3,3,0,4,2,0,2,4,0,3,0,0
6,Greece,,2020-08-05,3,3,0,4,2,0,2,4,0,3,0,0
7,Greece,,2020-08-01,3,3,0,4,2,0,2,4,2,3,0,0
7,Greece,,2020-08-02,3,3,0,4,2,0,2,4,2,3,0,0
7,Greece,,2020-08-03,3,3,0,4,2,0,2,4,2,3,0,0
7,Greece,,2020-08-04,3,3,0,4,2,0,2,4,2,3,0,0
7,Greece,,2020-08-05,3,3,0,4,2,0,2,4,2,3,0,0
8,Greece,,2020-08-01,3,3,0,4,2,0,2,4,2,3,2,0
8,Greece,,2020-08-02,3,3,0,4,2,0,2,4,2,3,2,0
8,Greece,,2020-08-03,3,3,0,4,2,0,2,4,2,3,2,0
8,Greece,,2020-08-04,3,3,0,4,2,0,2,4,2,3,2,0
8,Greece,,2020-08-05,3,3,0,4,2,0,2,4,2,3,2,0
9,Greece,,2020-08-01,3,3,0,4,2,3,2,4,2,3,2,0
9,Greece,,2020-08-02,3,3,0,4,2,3,2,4,2,3,2,0
9,Greece,,2020-08-03,3,3,0,4,2,3,2,4,2,3,2,0
9,Greece,,2020-08-04,3,3,0,4,2,3,2,4,2,3,2,0
9,Greece,,2020-08-05,3,3,0,4,2,3,2,4,2,3,2,0
0,Greenland,,2020-08-01,0,3,0,0,0,0,0,0,0,0,0,0
0,Greenland,,2020-08-02,0,3,0,0,0,0,0,0,0,0,0,0
0,Greenland,,2020-08-03,0,3,0,0,0,0,0,0,0,0,0,0
0,Greenland,,2020-08-04,0,3,0,0,0,0,0,0,0,0,0,0
0,Greenland,,2020-08-05,0,3,0,0,0,0,0,0,0,0,0,0
1,Greenland,,2020-08-01,0,3,0,0,0,0,0,4,0,0,0,0
1,Greenland,,2020-08-02,0,3,0,0,0,0,0,4,0,0,0,0
1,Greenland,,2020-08-03,0,3,0,0,0,0,0,4,0,0,0,0
1,Greenland,,2020-08-04,0,3,0,0,0,0,0,4,0,0,0,0
1,Greenland,,2020-08-05,0,3,0,0,0,0,0,4,0,0,0,0
2,Greenland,,2020-08-01,3,3,0,0,0,0,0,4,0,0,0,0
2,Greenland,,2020-08-02,3,3,0,0,0,0,0,4,0,0,0,0
2,Greenland,,2020-08-03,3,3,0,0,0,0,0,4,0,0,0,0
2,Greenland,,2020-08-04,3,3,0,0,0,0,0,4,0,0,0,0
2,Greenland,,2020-08-05,3,3,0,0,0,0,0,4,0,0,0,0
3,Greenland,,2020-08-01,3,3,0,0,0,0,0,4,0,3,0,0
3,Greenland,,2020-08-02,3,3,0,0,0,0,0,4,0,3,0,0
3,Greenland,,2020-08-03,3,3,0,0,0,0,0,4,0,3,0,0
3,Greenland,,2020-08-04,3,3,0,0,0,0,0,4,0,3,0,0
3,Greenland,,2020-08-05,3,3,0,0,0,0,0,4,0,3,0,0
4,Greenland,,2020-08-01,3,3,0,4,0,0,0,4,0,3,0,0
4,Greenland,,2020-08-02,3,3,0,4,0,0,0,4,0,3,0,0
4,Greenland,,2020-08-03,3,3,0,4,0,0,0,4,0,3,0,0
4,Greenland,,2020-08-04,3,3,0,4,0,0,0,4,0,3,0,0
4,Greenland,,2020-08-05,3,3,0,4,0,0,0,4,0,3,0,0
5,Greenland,,2020-08-01,3,3,0,4,0,3,0,4,0,3,0,0
5,Greenland,,2020-08-02,3,3,0,4,0,3,0,4,0,3,0,0
5,Greenland,,2020-08-03,3,3,0,4,0,3,0,4,0,3,0,0
5,Greenland,,2020-08-04,3,3,0,4,0,3,0,4,0,3,0,0
5,Greenland,,2020-08-05,3,3,0,4,0,3,0,4,0,3,0,0
6,Greenland,,2020-08-01,3,3,0,4,2,3,0,4,0,3,0,0
6,Greenland,,2020-08-02,3,3,0,4,2,3,0,4,0,3,0,0
6,Greenland,,2020-08-03,3,3,0,4,2,3,0,4,0,3,0,0
6,Greenland,,2020-08-04,3,3,0,4,2,3,0,4,0,3,0,0
6,Greenland,,2020-08-05,3,3,0,4,2,3,0,4,0,3,0,0
7,Greenland,,2020-08-01,3,3,0,4,2,3,0,4,2,3,0,0
7,Greenland,,2020-08-02,3,3,0,4,2,3,0,4,2,3,0,0
7,Greenland,,2020-08-03,3,3,0,4,2,3,0,4,2,3,0,0
7,Greenland,,2020-08-04,3,3,0,4,2,3,0,4,2,3,0,0
7,Greenland,,2020-08-05,3,3,0,4,2,3,0,4,2,3,0,0
8,Greenland,,2020-08-01,3,3,2,4,2,3,0,4,2,3,0,0
8,Greenland,,2020-08-02,3,3,2,4,2,3,0,4,2,3,0,0
8,Greenland,,2020-08-03,3,3,2,4,2,3,0,4,2,3,0,0
8,Greenland,,2020-08-04,3,3,2,4,2,3,0,4,2,3,0,0
8,Greenland,,2020-08-05,3,3,2,4,2,3,0,4,2,3,0,0
9,Greenland,,2020-08-01,3,3,2,4,2,3,0,4,2,3,2,0
9,Greenland,,2020-08-02,3,3,2,4,2,3,0,4,2,3,2,0
9,Greenland,,2020-08-03,3,3,2,4,2,3,0,4,2,3,2,0
9,Greenland,,2020-08-04,3,3,2,4,2,3,0,4,2,3,2,0
9,Greenland,,2020-08-05,3,3,2,4,2,3,0,4,2,3,2,0
0,Guam,,2020-08-01,0,0,0,0,0,0,0,0,0,3,0,0
0,Guam,,2020-08-02,0,0,0,0,0,0,0,0,0,3,0,0
0,Guam,,2020-08-03,0,0,0,0,0,0,0,0,0,3,0,0
0,Guam,,2020-08-04,0,0,0,0,0,0,0,0,0,3,0,0
